TIME,dpStatusHTTPMeanTransactionTime2serviceClass,dpStatusHTTPMeanTransactionTime2proxy,dpStatusHTTPMeanTransactionTime2tenSeconds,dpStatusHTTPMeanTransactionTime2oneMinute,dpStatusHTTPMeanTransactionTime2tenMinutes,dpStatusHTTPMeanTransactionTime2oneHour,dpStatusHTTPMeanTransactionTime2oneDay
1580238296.818574,multiProtocolGateway,stats,0,0,0,0,0
1580238897.407048,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580238897.407048,multiProtocolGateway,customDomains,81,86,102,106,93
1580238897.407048,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580238897.407048,multiProtocolGateway,mbaas_uri_to_host,96,99,121,139,150
1580238897.407048,multiProtocolGateway,stats,0,0,0,0,0
1580239497.935635,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580239497.935635,multiProtocolGateway,customDomains,132,107,90,104,93
1580239497.935635,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580239497.935635,multiProtocolGateway,mbaas_uri_to_host,110,117,136,140,150
1580239497.935635,multiProtocolGateway,stats,0,0,0,0,0
1580240098.447293,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580240098.447293,multiProtocolGateway,customDomains,111,81,94,101,93
1580240098.447293,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580240098.447293,multiProtocolGateway,mbaas_uri_to_host,148,118,119,138,150
1580240098.447293,multiProtocolGateway,stats,0,0,0,0,0
1580240699.046767,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580240699.046767,multiProtocolGateway,customDomains,116,116,102,101,92
1580240699.046767,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580240699.046767,multiProtocolGateway,mbaas_uri_to_host,114,115,121,136,149
1580240699.046767,multiProtocolGateway,stats,0,0,0,0,0
1580241299.66952,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580241299.66952,multiProtocolGateway,customDomains,118,76,94,99,92
1580241299.66952,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580241299.66952,multiProtocolGateway,mbaas_uri_to_host,161,143,133,129,149
1580241299.66952,multiProtocolGateway,stats,0,0,0,0,0
1580241900.279963,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580241900.279963,multiProtocolGateway,customDomains,55,83,96,97,92
1580241900.279963,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580241900.279963,multiProtocolGateway,mbaas_uri_to_host,158,139,149,131,149
1580241900.279963,multiProtocolGateway,stats,0,0,0,0,0
1580242500.899642,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
1580242500.899642,multiProtocolGateway,customDomains,141,97,92,95,92
1580242500.899642,multiProtocolGateway,deploySNIArtifacts,0,0,0,0,0
1580242500.899642,multiProtocolGateway,mbaas_uri_to_host,167,154,167,138,149
1580242500.899642,multiProtocolGateway,stats,0,0,0,0,0
1580243101.546454,multiProtocolGateway,CustomDomainsApiRouter,0,0,0,0,101
